Sexo;Sección;Edad (grupos quinquenales);Total
Ambos Sexos;0811305010;Total;1.429
Ambos Sexos;0811305011;Total;1.799
Ambos Sexos;0811305012;Total;1.019
Ambos Sexos;0811305013;Total;965
Ambos Sexos;0811305014;Total;1.947
Ambos Sexos;0811305015;Total;1.110
Ambos Sexos;0811305017;Total;1.623
Ambos Sexos;0811305018;Total;902
Ambos Sexos;0811306001;Total;981
Ambos Sexos;0811306002;Total;1.047
Ambos Sexos;0811401001;Total;1.782
Ambos Sexos;0811401002;Total;1.236
Ambos Sexos;0811401003;Total;1.752
Ambos Sexos;0811402003;Total;3.166
Ambos Sexos;0811403002;Total;1.735
Ambos Sexos;0811403004;Total;1.800
Ambos Sexos;0811403005;Total;2.325
Ambos Sexos;0811403006;Total;2.382
Ambos Sexos;0811403007;Total;1.393
Ambos Sexos;0811403008;Total;2.263
Ambos Sexos;0811403010;Total;645
Ambos Sexos;0811404001;Total;2.385
Ambos Sexos;0811404002;Total;2.014
Ambos Sexos;0811404003;Total;1.760
Ambos Sexos;0811404004;Total;2.134
Ambos Sexos;0811501001;Total;1.857
Ambos Sexos;0811501002;Total;1.511
Ambos Sexos;0811501003;Total;1.452
Ambos Sexos;0811601001;Total;719
Ambos Sexos;0811701001;Total;2.285
Ambos Sexos;0811702001;Total;847
Ambos Sexos;0811801001;Total;1.851
Ambos Sexos;0811801002;Total;2.179
Ambos Sexos;0811801003;Total;1.233
Ambos Sexos;0811801004;Total;1.883
Ambos Sexos;0811801005;Total;1.963
Ambos Sexos;0811801006;Total;1.869
Ambos Sexos;0811801007;Total;1.501
Ambos Sexos;0811801008;Total;1.336
Ambos Sexos;0811801009;Total;865
Ambos Sexos;0811801010;Total;2.073
Ambos Sexos;0811802001;Total;1.870
Ambos Sexos;0811802002;Total;1.292
Ambos Sexos;0811802003;Total;1.680
Ambos Sexos;0811802004;Total;2.236
Ambos Sexos;0811901001;Total;5.243
Ambos Sexos;0811901002;Total;4.159
Ambos Sexos;0812001001;Total;2.576
Ambos Sexos;0812001002;Total;2.525
Ambos Sexos;0812001003;Total;2.490
Ambos Sexos;0812001004;Total;1.905
Ambos Sexos;0812101001;Total;1.652
Ambos Sexos;0812101002;Total;1.759
Ambos Sexos;0812101003;Total;1.460
Ambos Sexos;0812101004;Total;1.447
Ambos Sexos;0812101005;Total;1.699
Ambos Sexos;0812101006;Total;1.679
Ambos Sexos;0812101007;Total;1.843
Ambos Sexos;0812101009;Total;1.241
Ambos Sexos;0812102001;Total;2.386
Ambos Sexos;0812102002;Total;1.073
Ambos Sexos;0812102003;Total;1.416
Ambos Sexos;0812102004;Total;3.628
Ambos Sexos;0812102005;Total;2.294
Ambos Sexos;0812102007;Total;1.956
Ambos Sexos;0812102008;Total;1.540
Ambos Sexos;0812102009;Total;1.632
Ambos Sexos;0812102010;Total;1.675
Ambos Sexos;0812102011;Total;1.935
Ambos Sexos;0812102012;Total;1.348
Ambos Sexos;0812103001;Total;1.803
Ambos Sexos;0812103002;Total;2.095
Ambos Sexos;0812103003;Total;1.663
Ambos Sexos;0812103004;Total;2.433
Ambos Sexos;0812103005;Total;1.961
Ambos Sexos;0812103006;Total;1.535
Ambos Sexos;0812103007;Total;1.374
Ambos Sexos;0812103008;Total;1.136
Ambos Sexos;0812103009;Total;2.145
Ambos Sexos;0812103010;Total;688
Ambos Sexos;0812103011;Total;1.774
Ambos Sexos;0812103012;Total;1.866
Ambos Sexos;0812103013;Total;2.980
Ambos Sexos;0812103014;Total;1.163
Ambos Sexos;0812104001;Total;1.191
Ambos Sexos;0812104002;Total;1.408
Ambos Sexos;0812104003;Total;1.016
Ambos Sexos;0812104004;Total;2.968
Ambos Sexos;0812104005;Total;2.771
Ambos Sexos;0812104006;Total;1.750
Ambos Sexos;0812104007;Total;1.288
Ambos Sexos;0812104008;Total;1.485
Ambos Sexos;0812104009;Total;2.168
Ambos Sexos;0812105001;Total;3.076
Ambos Sexos;0812105002;Total;2.045
Ambos Sexos;0812105003;Total;1.926
Ambos Sexos;0812105004;Total;1.286
Ambos Sexos;0812105005;Total;1.002
Ambos Sexos;0812105006;Total;1.626
Ambos Sexos;0812105007;Total;1.725
Ambos Sexos;0812105008;Total;1.581
Ambos Sexos;0812105009;Total;1.246
Ambos Sexos;0812105010;Total;2.562
Ambos Sexos;0812105011;Total;2.060
Ambos Sexos;0812105012;Total;1.473
Ambos Sexos;0812105013;Total;2.167
Ambos Sexos;0812105015;Total;1.165
Ambos Sexos;0812105016;Total;1.441
Ambos Sexos;0812105017;Total;1.353
Ambos Sexos;0812105019;Total;996
Ambos Sexos;0812105020;Total;1.931
Ambos Sexos;0812105021;Total;847
Ambos Sexos;0812106001;Total;2.408
Ambos Sexos;0812106002;Total;881
Ambos Sexos;0812106003;Total;2.017
Ambos Sexos;0812106004;Total;1.614
Ambos Sexos;0812106005;Total;1.886
Ambos Sexos;0812106006;Total;1.814
Ambos Sexos;0812106007;Total;1.534
Ambos Sexos;0812106008;Total;1.770
Ambos Sexos;0812106009;Total;1.396
Ambos Sexos;0812106010;Total;2.519
Ambos Sexos;0812106011;Total;1.455
Ambos Sexos;0812106012;Total;1.706
Ambos Sexos;0812106013;Total;910
Ambos Sexos;0812106014;Total;1.919
Ambos Sexos;0812201001;Total;2.369
Ambos Sexos;0812301001;Total;1.238
Ambos Sexos;0812301002;Total;1.902
Ambos Sexos;0812301003;Total;1.717
Ambos Sexos;0812302001;Total;3.033
Ambos Sexos;0812302002;Total;1.730
Ambos Sexos;0812302003;Total;1.976
Ambos Sexos;0812302004;Total;1.872
Ambos Sexos;0812303001;Total;3.668
Ambos Sexos;0812303002;Total;3.472
Ambos Sexos;0812303003;Total;1.929
Ambos Sexos;0812303004;Total;2.372
Ambos Sexos;0812304001;Total;1.031
Ambos Sexos;0812401001;Total;827
Ambos Sexos;0812401002;Total;1.723
Ambos Sexos;0812401003;Total;1.919
Ambos Sexos;0812401004;Total;1.993
Ambos Sexos;0812401005;Total;1.751
Ambos Sexos;0812401006;Total;2.210
Ambos Sexos;0812401007;Total;1.660
Ambos Sexos;0812402001;Total;1.993
Ambos Sexos;0812402002;Total;1.713
Ambos Sexos;0812402003;Total;2.187
Ambos Sexos;0812402004;Total;1.466
Ambos Sexos;0812402005;Total;1.411
Ambos Sexos;0812402006;Total;1.392
Ambos Sexos;0812402007;Total;2.060
Ambos Sexos;0812402008;Total;1.586
Ambos Sexos;0812402009;Total;1.102
Ambos Sexos;0812403001;Total;2.276
Ambos Sexos;0812403002;Total;1.839
Ambos Sexos;0812403003;Total;1.218
Ambos Sexos;0812403004;Total;1.990
Ambos Sexos;0812403005;Total;1.993
Ambos Sexos;0812403006;Total;1.825
Ambos Sexos;0812403007;Total;2.037
Ambos Sexos;0812403008;Total;862
Ambos Sexos;0812403009;Total;1.061
Ambos Sexos;0812403010;Total;1.369
Ambos Sexos;0812403011;Total;1.837
Ambos Sexos;0812403012;Total;1.965
Ambos Sexos;0812403013;Total;1.644
Ambos Sexos;0812403014;Total;1.417
Ambos Sexos;0812403015;Total;1.274
Ambos Sexos;0812501001;Total;1.225
Ambos Sexos;0812501002;Total;1.679
Ambos Sexos;0812501004;Total;1.815
Ambos Sexos;0812501005;Total;1.528
Ambos Sexos;0812502001;Total;2.090
Ambos Sexos;0812502002;Total;2.437
Ambos Sexos;0812502003;Total;2.234
Ambos Sexos;0812503001;Total;2.590
Ambos Sexos;0812503002;Total;1.305
Ambos Sexos;0812503003;Total;2.342
Ambos Sexos;0812503004;Total;1.866
Ambos Sexos;0812503005;Total;2.168
Ambos Sexos;0812503006;Total;1.533
Ambos Sexos;0812504001;Total;1.024
Ambos Sexos;0812504002;Total;1.055
Ambos Sexos;0812504003;Total;1.399
Ambos Sexos;0812505001;Total;2.447
Ambos Sexos;0812505002;Total;1.458
Ambos Sexos;0812505003;Total;1.473
Ambos Sexos;0812506001;Total;991
Ambos Sexos;0812506002;Total;922
Ambos Sexos;0812506003;Total;1.222
Ambos Sexos;0812601001;Total;4.049
Ambos Sexos;0812601002;Total;3.223
Ambos Sexos;0812601003;Total;2.994
Ambos Sexos;0812601004;Total;1.934
Ambos Sexos;0812701001;Total;979
Ambos Sexos;0812701002;Total;2.160
Ambos Sexos;0812801001;Total;702
Ambos Sexos;0812901001;Total;632
Ambos Sexos;0813001001;Total;139
Ambos Sexos;0813101001;Total;1.030
Ambos Sexos;0813201001;Total;469
Ambos Sexos;0813301001;Total;151
Ambos Sexos;0813401001;Total;1.142
Ambos Sexos;0813501001;Total;2.525
Ambos Sexos;0813501002;Total;1.547
Ambos Sexos;0813501003;Total;2.399
Ambos Sexos;0813501004;Total;1.153
Ambos Sexos;0813501005;Total;1.207
Ambos Sexos;0813601001;Total;2.205
Ambos Sexos;0813601002;Total;1.682
Ambos Sexos;0813601003;Total;2.438
Ambos Sexos;0813601004;Total;1.984
Ambos Sexos;0813601005;Total;2.235
Ambos Sexos;0813601006;Total;1.488
Ambos Sexos;0813601007;Total;938
Ambos Sexos;0813602001;Total;1.304
Ambos Sexos;0813602002;Total;907
Ambos Sexos;0813602003;Total;1.463
Ambos Sexos;0813701001;Total;351
Ambos Sexos;0813801001;Total;2.660
Ambos Sexos;0813801002;Total;2.472
Ambos Sexos;0813801003;Total;1.251
Ambos Sexos;0813901001;Total;220
Ambos Sexos;0814001001;Total;1.836
Ambos Sexos;0814001002;Total;2.092
Ambos Sexos;0814001003;Total;2.129
Ambos Sexos;0814101001;Total;1.069
Ambos Sexos;0814101002;Total;732
Ambos Sexos;0814101003;Total;2.378
Ambos Sexos;0814101004;Total;1.539
Ambos Sexos;0814102001;Total;300
Ambos Sexos;0814201001;Total;162
Ambos Sexos;0814301001;Total;2.318
Ambos Sexos;0814301002;Total;1.350
Ambos Sexos;0814401001;Total;858
Ambos Sexos;0814501001;Total;2.329
Ambos Sexos;0814501002;Total;1.439
Ambos Sexos;0814601001;Total;833
Ambos Sexos;0814601002;Total;1.007
Ambos Sexos;0814701001;Total;2.255
Ambos Sexos;0814701002;Total;2.211
Ambos Sexos;0814701003;Total;1.342
Ambos Sexos;0814701004;Total;2.103
Ambos Sexos;0814701005;Total;2.128
Ambos Sexos;0814701006;Total;1.841
Ambos Sexos;0814701007;Total;1.877
Ambos Sexos;0814701008;Total;2.346
Ambos Sexos;0814701009;Total;1.822
Ambos Sexos;0814701010;Total;2.030
Ambos Sexos;0814701011;Total;2.515
Ambos Sexos;0814701012;Total;1.674
Ambos Sexos;0814801001;Total;1.748
Ambos Sexos;0814801002;Total;2.187
Ambos Sexos;0814901001;Total;1.202
Ambos Sexos;0815001001;Total;322
Ambos Sexos;0815101001;Total;549
Ambos Sexos;0815201001;Total;151
Ambos Sexos;0815301001;Total;758
Ambos Sexos;0815401001;Total;918
Ambos Sexos;0815501001;Total;2.836
Ambos Sexos;0815501002;Total;1.518
Ambos Sexos;0815501003;Total;2.168
Ambos Sexos;0815501004;Total;1.760
Ambos Sexos;0815501005;Total;1.331
Ambos Sexos;0815601001;Total;1.570
Ambos Sexos;0815601002;Total;2.681
Ambos Sexos;0815601003;Total;1.912
Ambos Sexos;0815601004;Total;2.452
Ambos Sexos;0815601005;Total;1.112
Ambos Sexos;0815601006;Total;1.960
Ambos Sexos;0815601007;Total;1.629
Ambos Sexos;0815601008;Total;1.576
Ambos Sexos;0815701001;Total;2.484
Ambos Sexos;0815701002;Total;2.486
Ambos Sexos;0815701003;Total;2.086
Ambos Sexos;0815701004;Total;1.868
Ambos Sexos;0815701005;Total;2.698
Ambos Sexos;0815801001;Total;2.269
Ambos Sexos;0815801002;Total;1.903
Ambos Sexos;0815901001;Total;1.648
Ambos Sexos;0815901002;Total;2.250
Ambos Sexos;0815901003;Total;1.399
Ambos Sexos;0815901004;Total;1.217
Ambos Sexos;0815902001;Total;1.277
Ambos Sexos;0815902002;Total;1.211
Ambos Sexos;0815902003;Total;2.441
Ambos Sexos;0815902004;Total;1.679
Ambos Sexos;0815902005;Total;1.245
Ambos Sexos;0815902006;Total;2.543
Ambos Sexos;0815902007;Total;2.161
Ambos Sexos;0816001001;Total;405
Ambos Sexos;0816101001;Total;1.181
Ambos Sexos;0816101002;Total;3.381
Ambos Sexos;0816101003;Total;2.457
Ambos Sexos;0816101004;Total;1.966
Ambos Sexos;0816101005;Total;1.951
Ambos Sexos;0816101006;Total;1.484
Ambos Sexos;0816101007;Total;924
Ambos Sexos;0816101008;Total;1.676
Ambos Sexos;0816101009;Total;1.114
Ambos Sexos;0816201001;Total;2.980
Ambos Sexos;0816301001;Total;2.375
Ambos Sexos;0816301002;Total;2.434
Ambos Sexos;0816301003;Total;1.744
Ambos Sexos;0816301004;Total;2.935
Ambos Sexos;0816301005;Total;1.505
Ambos Sexos;0816301006;Total;1.754
Ambos Sexos;0816301007;Total;2.351
Ambos Sexos;0816301008;Total;1.670
Ambos Sexos;0816301009;Total;2.070
Ambos Sexos;0816301010;Total;1.652
Ambos Sexos;0816301011;Total;1.592
Ambos Sexos;0816301012;Total;1.902
Ambos Sexos;0816301013;Total;1.921
Ambos Sexos;0816301014;Total;2.079
Ambos Sexos;0816401001;Total;1.275
Ambos Sexos;0816501001;Total;2.185
Ambos Sexos;0816601001;Total;1.093
Ambos Sexos;0816701001;Total;1.820
Ambos Sexos;0816701002;Total;1.640
Ambos Sexos;0816701003;Total;1.966
Ambos Sexos;0816701004;Total;2.079
Ambos Sexos;0816701005;Total;999
Ambos Sexos;0816801001;Total;528
Ambos Sexos;0816901001;Total;1.928
Ambos Sexos;0816901002;Total;2.022
Ambos Sexos;0816901003;Total;1.335
Ambos Sexos;0816901004;Total;1.844
Ambos Sexos;0816901005;Total;1.601
Ambos Sexos;0816902001;Total;1.701
Ambos Sexos;0816902002;Total;2.034
Ambos Sexos;0816902003;Total;1.488
Ambos Sexos;0816902004;Total;1.940
Ambos Sexos;0816902005;Total;1.921
Ambos Sexos;0816902006;Total;2.134
Ambos Sexos;0816902007;Total;1.901
Ambos Sexos;0816903001;Total;1.459
Ambos Sexos;0816903002;Total;1.135
Ambos Sexos;0816903003;Total;1.693
Ambos Sexos;0816903004;Total;1.694
Ambos Sexos;0816903005;Total;2.149
Ambos Sexos;0816903006;Total;1.388
Ambos Sexos;0816903007;Total;1.887
Ambos Sexos;0816903008;Total;2.127
Ambos Sexos;0816903009;Total;2.132
Ambos Sexos;0816903010;Total;1.960
Ambos Sexos;0816903011;Total;1.205
Ambos Sexos;0816903012;Total;739
Ambos Sexos;0816903013;Total;825
Ambos Sexos;0816904001;Total;901
Ambos Sexos;0816904002;Total;2.030
Ambos Sexos;0816904003;Total;1.401
Ambos Sexos;0816904004;Total;1.286
Ambos Sexos;0816904005;Total;1.416
Ambos Sexos;0816904006;Total;1.139
Ambos Sexos;0816905001;Total;1.307
Ambos Sexos;0816905002;Total;1.350
Ambos Sexos;0816905003;Total;1.301
Ambos Sexos;0816905004;Total;1.682
Ambos Sexos;0816905005;Total;1.718
Ambos Sexos;0816905006;Total;2.102
Ambos Sexos;0816905007;Total;2.024
Ambos Sexos;0816905008;Total;2.050
Ambos Sexos;0816905009;Total;1.436
Ambos Sexos;0817001001;Total;537
Ambos Sexos;0817101001;Total;1.203
Ambos Sexos;0817101002;Total;1.401
Ambos Sexos;0817201001;Total;2.408
Ambos Sexos;0817201002;Total;2.177
Ambos Sexos;0817201003;Total;2.549
Ambos Sexos;0817202001;Total;2.027
Ambos Sexos;0817202002;Total;2.299
Ambos Sexos;0817202003;Total;1.813
Ambos Sexos;0817202004;Total;2.011
Ambos Sexos;0817203001;Total;1.567
Ambos Sexos;0817203002;Total;1.662
Ambos Sexos;0817203003;Total;1.321
Ambos Sexos;0817203004;Total;1.730
Ambos Sexos;0817203005;Total;1.478
Ambos Sexos;0817203006;Total;1.472
Ambos Sexos;0817203007;Total;1.413
Ambos Sexos;0817203008;Total;1.201
Ambos Sexos;0817203009;Total;1.403
Ambos Sexos;0817401001;Total;524
Ambos Sexos;0817501001;Total;2.179
Ambos Sexos;0817501002;Total;1.562
Ambos Sexos;0817502001;Total;554
Ambos Sexos;0817601001;Total;210
Ambos Sexos;0817701001;Total;49
Ambos Sexos;0817801001;Total;534
Ambos Sexos;0817901001;Total;809
Ambos Sexos;0818001001;Total;2.237
Ambos Sexos;0818001002;Total;1.907
Ambos Sexos;0818001003;Total;1.759
Ambos Sexos;0818001004;Total;1.866
Ambos Sexos;0818001005;Total;2.159
Ambos Sexos;0818001006;Total;1.619
Ambos Sexos;0818001007;Total;2.570
Ambos Sexos;0818001008;Total;2.877
Ambos Sexos;0818001009;Total;1.515
Ambos Sexos;0818001010;Total;1.340
Ambos Sexos;0818001011;Total;2.253
Ambos Sexos;0818001012;Total;2.079
Ambos Sexos;0818001013;Total;2.294
Ambos Sexos;0818002001;Total;1.622
Ambos Sexos;0818002002;Total;2.175
Ambos Sexos;0818002003;Total;2.435
Ambos Sexos;0818002004;Total;1.759
Ambos Sexos;0818002005;Total;1.455
Ambos Sexos;0818002006;Total;1.690
Ambos Sexos;0818002007;Total;1.568
Ambos Sexos;0818101001;Total;1.706
Ambos Sexos;0818101002;Total;1.031
Ambos Sexos;0818101003;Total;2.712
Ambos Sexos;0818101004;Total;2.154
Ambos Sexos;0818101005;Total;3.151
Ambos Sexos;0818201001;Total;3.907
Ambos Sexos;0818301001;Total;2.044
Ambos Sexos;0818301002;Total;1.646
Ambos Sexos;0818301003;Total;1.585
Ambos Sexos;0818302001;Total;1.215
Ambos Sexos;0818401001;Total;1.577
Ambos Sexos;0818401002;Total;1.808
Ambos Sexos;0818401003;Total;1.559
Ambos Sexos;0818401004;Total;1.675
Ambos Sexos;0818402001;Total;2.586
Ambos Sexos;0818402003;Total;2.252
Ambos Sexos;0818402004;Total;2.601
Ambos Sexos;0818402005;Total;1.214
Ambos Sexos;0818402006;Total;2.296
Ambos Sexos;0818403001;Total;1.820
Ambos Sexos;0818403003;Total;2.248
Ambos Sexos;0818403004;Total;2.252
Ambos Sexos;0818403005;Total;2.090
Ambos Sexos;0818403006;Total;2.143
Ambos Sexos;0818403007;Total;1.818
Ambos Sexos;0818403008;Total;1.447
Ambos Sexos;0818403009;Total;2.276
Ambos Sexos;0818404001;Total;1.705
Ambos Sexos;0818404002;Total;1.356
Ambos Sexos;0818404003;Total;1.704
Ambos Sexos;0818404004;Total;2.352
Ambos Sexos;0818404005;Total;1.680
Ambos Sexos;0818404006;Total;1.808
Ambos Sexos;0818404007;Total;1.608
Ambos Sexos;0818404008;Total;1.383
Ambos Sexos;0818404009;Total;1.911
Ambos Sexos;0818404010;Total;2.802
Ambos Sexos;0818404011;Total;2.442
Ambos Sexos;0818404012;Total;1.728
Ambos Sexos;0818404013;Total;2.395
Ambos Sexos;0818404014;Total;1.906
Ambos Sexos;0818404015;Total;1.641
Ambos Sexos;0818404016;Total;2.724
Ambos Sexos;0818404018;Total;1.354
Ambos Sexos;0818404019;Total;1.402
Ambos Sexos;0818404020;Total;1.288
Ambos Sexos;0818404021;Total;1.806
Ambos Sexos;0818404022;Total;2.152
Ambos Sexos;0818404023;Total;1.194
Ambos Sexos;0818404024;Total;1.272
Ambos Sexos;0818404025;Total;1.030
Ambos Sexos;0818404026;Total;2.286
Ambos Sexos;0818501001;Total;239
Ambos Sexos;0818701001;Total;740
Ambos Sexos;0818701002;Total;1.266
Ambos Sexos;0818701003;Total;1.080
Ambos Sexos;0818701004;Total;2.298
Ambos Sexos;0818701005;Total;1.592
Ambos Sexos;0818701006;Total;1.439
Ambos Sexos;0818701007;Total;2.191
Ambos Sexos;0818701008;Total;2.471
Ambos Sexos;0818701009;Total;1.548
Ambos Sexos;0818701010;Total;1.294
Ambos Sexos;0818701011;Total;1.300
Ambos Sexos;0818701012;Total;1.209
Ambos Sexos;0818701013;Total;1.134
Ambos Sexos;0818701014;Total;1.859
Ambos Sexos;0818701015;Total;1.561
Ambos Sexos;0818701016;Total;2.154
Ambos Sexos;0818701017;Total;2.396
Ambos Sexos;0818701018;Total;1.925
Ambos Sexos;0818701019;Total;2.225
Ambos Sexos;0818701020;Total;1.636
Ambos Sexos;0818701021;Total;1.198
Ambos Sexos;0818701022;Total;1.257
Ambos Sexos;0818701023;Total;1.522
Ambos Sexos;0818701024;Total;1.588
Ambos Sexos;0818701025;Total;1.485
Ambos Sexos;0818701026;Total;828
Ambos Sexos;0818701027;Total;688
Ambos Sexos;0818701028;Total;874
Ambos Sexos;0818701029;Total;1.291
Ambos Sexos;0818701030;Total;1.115
Ambos Sexos;0818701031;Total;1.154
Ambos Sexos;0818701032;Total;1.200
Ambos Sexos;0818701033;Total;1.322
Ambos Sexos;0818701034;Total;1.653
Ambos Sexos;0818701035;Total;1.170
Ambos Sexos;0818701036;Total;1.449
Ambos Sexos;0818701037;Total;1.239
Ambos Sexos;0818701038;Total;991
Ambos Sexos;0818702001;Total;1.565
Ambos Sexos;0818702002;Total;1.390
Ambos Sexos;0818702003;Total;1.362
Ambos Sexos;0818702004;Total;1.943
Ambos Sexos;0818702005;Total;1.764
Ambos Sexos;0818702006;Total;1.922
Ambos Sexos;0818702007;Total;1.750
Ambos Sexos;0818702008;Total;838
Ambos Sexos;0818702009;Total;1.343
Ambos Sexos;0818702010;Total;838
Ambos Sexos;0818702011;Total;970
Ambos Sexos;0818702012;Total;1.927
Ambos Sexos;0818702013;Total;1.601
Ambos Sexos;0818702014;Total;2.286
Ambos Sexos;0818702015;Total;1.437
Ambos Sexos;0818702016;Total;1.468
Ambos Sexos;0818702017;Total;970
Ambos Sexos;0818703001;Total;1.622
Ambos Sexos;0818703002;Total;1.418
Ambos Sexos;0818703003;Total;1.736
Ambos Sexos;0818703004;Total;1.746
Ambos Sexos;0818703005;Total;1.048
Ambos Sexos;0818703006;Total;1.004
Ambos Sexos;0818703007;Total;866
Ambos Sexos;0818703008;Total;1.353
Ambos Sexos;0818703009;Total;1.045
Ambos Sexos;0818703010;Total;642
Ambos Sexos;0818703011;Total;1.412
Ambos Sexos;0818703012;Total;1.141
Ambos Sexos;0818703013;Total;1.119
Ambos Sexos;0818703014;Total;1.823
Ambos Sexos;0818703015;Total;1.447
Ambos Sexos;0818703016;Total;1.468
Ambos Sexos;0818703017;Total;1.053
Ambos Sexos;0818703018;Total;1.263
Ambos Sexos;0818703019;Total;825
Ambos Sexos;0818703020;Total;728
Ambos Sexos;0818703021;Total;1.281
Ambos Sexos;0818703022;Total;800
Ambos Sexos;0818703023;Total;1.820
Ambos Sexos;0818703024;Total;1.992
Ambos Sexos;0818703025;Total;1.551
Ambos Sexos;0818703026;Total;696
Ambos Sexos;0818703027;Total;732
Ambos Sexos;0818704001;Total;1.826
Ambos Sexos;0818704002;Total;1.341
Ambos Sexos;0818704003;Total;1.078
Ambos Sexos;0818704004;Total;1.622
Ambos Sexos;0818704005;Total;1.652
Ambos Sexos;0818704006;Total;1.628
Ambos Sexos;0818704007;Total;1.118
Ambos Sexos;0818704008;Total;1.843
Ambos Sexos;0818704009;Total;1.114
Ambos Sexos;0818704010;Total;1.244
Ambos Sexos;0818704011;Total;985
Ambos Sexos;0818704012;Total;1.172
Ambos Sexos;0818704013;Total;1.814
Ambos Sexos;0818704014;Total;1.235
Ambos Sexos;0818704015;Total;993
Ambos Sexos;0818704016;Total;2.182
Ambos Sexos;0818704017;Total;1.940
Ambos Sexos;0818704018;Total;790
Ambos Sexos;0818704019;Total;1.410
Ambos Sexos;0818704020;Total;930
Ambos Sexos;0818704021;Total;1.175
Ambos Sexos;0818704022;Total;892
Ambos Sexos;0818704023;Total;1.203
Ambos Sexos;0818704024;Total;1.136
Ambos Sexos;0818704025;Total;1.317
Ambos Sexos;0818704026;Total;1.390
Ambos Sexos;0818704027;Total;1.912
Ambos Sexos;0818704028;Total;1.311
Ambos Sexos;0818704029;Total;1.417
Ambos Sexos;0818704030;Total;2.162
Ambos Sexos;0818705001;Total;1.738
Ambos Sexos;0818705002;Total;1.985
Ambos Sexos;0818705003;Total;1.587
Ambos Sexos;0818705004;Total;915
Ambos Sexos;0818705005;Total;1.359
Ambos Sexos;0818705006;Total;1.195
Ambos Sexos;0818705007;Total;791
Ambos Sexos;0818705008;Total;1.180
Ambos Sexos;0818705009;Total;1.624
Ambos Sexos;0818705011;Total;1.090
Ambos Sexos;0818705012;Total;1.297
Ambos Sexos;0818705013;Total;1.592
Ambos Sexos;0818705014;Total;1.214
Ambos Sexos;0818705015;Total;1.452
Ambos Sexos;0818705016;Total;1.473
Ambos Sexos;0818706001;Total;985
Ambos Sexos;0818706002;Total;991
Ambos Sexos;0818706003;Total;1.311
Ambos Sexos;0818706004;Total;1.298
Ambos Sexos;0818706005;Total;1.196
Ambos Sexos;0818706006;Total;1.230
Ambos Sexos;0818706007;Total;1.102
Ambos Sexos;0818706008;Total;1.590
Ambos Sexos;0818706009;Total;2.135
Ambos Sexos;0818706010;Total;1.009
Ambos Sexos;0818706011;Total;893
Ambos Sexos;0818706012;Total;1.082
Ambos Sexos;0818706013;Total;772
Ambos Sexos;0818706014;Total;2.075
Ambos Sexos;0818706016;Total;1.864
Ambos Sexos;0818706017;Total;1.123
Ambos Sexos;0818706018;Total;1.752
Ambos Sexos;0818706020;Total;1.222
Ambos Sexos;0818706021;Total;1.231
Ambos Sexos;0818706022;Total;1.859
Ambos Sexos;0818706023;Total;1.941
Ambos Sexos;0818706024;Total;1.084
Ambos Sexos;0818706025;Total;1.046
Ambos Sexos;0818707001;Total;1.032
Ambos Sexos;0818707002;Total;1.529
Ambos Sexos;0818707003;Total;1.008
Ambos Sexos;0818707004;Total;868
Ambos Sexos;0818707005;Total;1.127
Ambos Sexos;0818707006;Total;690
Ambos Sexos;0818707007;Total;1.595
Ambos Sexos;0818707008;Total;1.209
Ambos Sexos;0818801001;Total;145
Ambos Sexos;0818901001;Total;151
Ambos Sexos;0819001001;Total;278
Ambos Sexos;0819101001;Total;1.264
Ambos Sexos;0819101003;Total;1.357
Ambos Sexos;0819101004;Total;1.349
Ambos Sexos;0819101005;Total;1.390
Ambos Sexos;0819101006;Total;859
Ambos Sexos;0819102001;Total;516
Ambos Sexos;0819201001;Total;1.461
Ambos Sexos;0819201002;Total;2.579
Ambos Sexos;0819201003;Total;2.605
Ambos Sexos;0819201004;Total;959
Ambos Sexos;0819301001;Total;1.342
Ambos Sexos;0819401001;Total;1.510
Ambos Sexos;0819401002;Total;1.745
Ambos Sexos;0819401003;Total;2.046
Ambos Sexos;0819401004;Total;1.770
Ambos Sexos;0819401005;Total;2.068
Ambos Sexos;0819401006;Total;1.270
Ambos Sexos;0819402001;Total;1.849
Ambos Sexos;0819402002;Total;1.846
Ambos Sexos;0819402003;Total;1.619
Ambos Sexos;0819402004;Total;1.844
Ambos Sexos;0819402005;Total;2.000
Ambos Sexos;0819403001;Total;659
Ambos Sexos;0819404001;Total;1.502
Ambos Sexos;0819405001;Total;1.549
Ambos Sexos;0819405002;Total;1.594
Ambos Sexos;0819405003;Total;982
Ambos Sexos;0819405004;Total;1.338
Ambos Sexos;0819406001;Total;458
Ambos Sexos;0819406002;Total;1.345
Ambos Sexos;0819406003;Total;964
Ambos Sexos;0819406004;Total;1.727
Ambos Sexos;0819406005;Total;1.300
Ambos Sexos;0819406006;Total;1.679
Ambos Sexos;0819406007;Total;2.783
Ambos Sexos;0819501001;Total;89
Ambos Sexos;0819601001;Total;2.103
Ambos Sexos;0819601002;Total;2.067
Ambos Sexos;0819601003;Total;1.643
Ambos Sexos;0819601004;Total;1.851
Ambos Sexos;0819601005;Total;1.603
Ambos Sexos;0819601006;Total;1.814
Ambos Sexos;0819601007;Total;1.789
Ambos Sexos;0819601008;Total;1.489
Ambos Sexos;0819601009;Total;2.720
Ambos Sexos;0819601010;Total;2.482
Ambos Sexos;0819601011;Total;2.171
